Title,Date,Description
REMOTE: ABAP-Entwickler gesucht <> 12 Monate +,31.01.2024,"Dietrich Spohr sucht akut nach einem ABAP-Entwickler (mwd). 

Hintergrund: 
Akut bindet unser Kunde Key Account Mineralölgesellschaften an SAP an. Es gibt eine ausführliche Einarbeitung vom dem internen ABAP-Entwickler.

Aufgaben:
•	Mapping im SAP
•	SAP-Prozesse im Service begleiten
•	ABAP-Entwicklung (Entlastung des internen Entwicklers)
•	Es ist immer eine Anwendung von einem Keyaccount an ans SAP, über eine bestehende Schnittstelle verknüpft. Um die Schnittstelle muss der ABAP-Experte sich nicht selber kümmern (einstellen etc. macht eine andere Ressource)
Anforderungen:
- tiefgreifende Erfahrungen im ABAP-Umfeld 
- wünschenswert sind Erfahrungen im SAP CS Umfeld 
- Erfahrungen im ABAP OO wünschenswert
- Projekterfahrungen mit vielen Z Entwicklungen

Rahmendaten:
Einsatzort: RENOTE 
Auslastung: 3-5 Tage/Woche 
Start: ASAP
Dauer: 12 Monate + Option auf Verlängerung 

Bei Interesse freue ich mich über Ihre Bewerbungsunterlagen und eine Nachricht mit Ihren Kontaktdaten zur weiteren Verwendung. 

Für die Zusammenarbeit bedanke ich mich schon im Voraus. 

Beste Grüße aus Bonn."
"Administrator (m/w/d) Betrieb PowerShell-Automatisierung - Remote (90%), Rheinbach (10%)",31.01.2024,"Unterstützung im Bereich Betrieb von PowerShell-Automatisierungs-Lösungen: Incidents, Problems, Changes 

Aufgaben: 
1. Konzeption und Umsetzung von PowerShell-basierten Automatisierungslösungen im Windows- und SharePoint-Umfeld 
a.	zur zentralen Datenerhebung und Ermittlung bestehender Konfigurationseinstellungen. 
b.	zur zentralen Umsetzung von Konfigurationsvorgaben von bestehenden oder beschriebenen IT-Systemen. 
c.	zum Monitoring zentraler IT-Services sowie von IT-Systemen. 
d.	zur Durchführung von Wartungsmaßnahmen an bestehenden IT-Systemen. 
e.	zur Durchführung von Entstörungs- und Troubleshooting-Maßnahmen an bestehenden IT-Systemen sowie systematische Identifikation von Fehlkonfigurationen. 
f.	zur vereinheitlichenden und wiederholbaren Durchführung von Betriebsaufgaben an IT-Systemen unterschiedlicher Komplexität. 
2. Erfüllung von Vorgaben bezüglich der Wiederverwendbarkeit, Wartbarkeit, Robustheit, Fehlerbehandlung und Erfüllung von Standards beim Erstellen von Skripten und Dokumentationen. 
3. Ganzheitliche Dokumentation sämtlicher konzipierter und umgesetzter Skripte. 

Qualifikationsanforderungen: 
1.	Sehr gute Sprachkenntnisse in Deutsch und gute Sprachkenntnisse in Englisch 
2.	Kenntnisse IT-Service Management ITIL v3 oder ITIL 4 

Erfahrungsanforderungen: 
1.	Erfahrung in der Administration von IT- und SharePoint-Systemen
2.	Kenntnisse bei der Erstellung von komplexen PowerShell-Skripten, Server- und Clientside 
3.	Kenntnisse Powershell Remote Administration 
4.	Kenntnissen in der Erstellung von Powershell Modulen & Funktionen 
5.	Kenntnisse in Fehlerbehandlung, Debugging/Troubleshooting 
6.	Kenntnisse in SharePoint / PowerShell (Remote) Administration
7.	Erfahrung bei der Erstellung, Anpassung und Dokumentation von Skripten in SharePoint Umgebungen: Siteerstellung, Update- und Deployment-Skripten 
8.	Erfahrung im Umgang mit IT Management Systemen, z.B. USU, Maximo, Remedy
9.	Erfahrung mit operativen Projektmanagementwerkzeugen, z.B. JIRA"
Agile Senior-Tester (m/w/d),31.01.2024,"Für ein Projekt, das wir für einen Kunden aus dem öffentlichen Dienst umsetzen, suchen wir extern die Hilfe eines erfahrenen Senior-Tester, Agile Senior-Tester (m/w/d).

* Projekttitel: Senior-Tester, Agile Senior-Tester
* Projektstandort: Remote / 20% vor Ort in Nürnberg
* Projektdauer: 01.03.2024 – 31.10.2024
* Auslastung: Vollzeit 
  
Aufgabenfeld:
  
* Konzeption und Weiterentwicklung des fachlichen Testvorgehens bzw. von Last- und Performance-Tests unter Berücksichtigung der Prozesse, Methoden und Werkzeuge des IT-Systemhauses 
* Implementierung automatisierter Tests und der Erstellung von Testscripten (Fokus)
* Planung und Steuerung von Testressourcen
* Unterstützung der fachlichen Bedarfsträger beim Testen der Anwendung; Durchführung von Demo-Workshops
* interne und externe Ende-zu-Ende-Testdurchführungen planen, vorbereiten, koordinieren, analysieren, auswerten und dokumentieren (interne Schnittstellenpartner (z.B. E-AKTE, FALKE), externe Kommunikationspartner (z. B. Gerichte / Anwälte)
* Maßnahmen zur Qualitätssicherung/ -optimierung von Testfällen, Testdaten, Testusern, Testskripten und Testvorgehen durchführen                                                                
* Analyse der Anforderungsdokumente im Rahmen der Testfallerstellung durchführen 
* Aufwände für Testfallerstellung und -durchführung schätzen           
* interne und externe Ende-zu-Ende-Testdurchführungen planen, vorbereiten, koordinieren, analysieren, auswerten und dokumentieren
* Testmethoden und -werkzeuge einsetzen                                                                           
* Testkonzepte erstellen und pflegen                                                                       
* Testberichte erstellen                                                                
* Testprozess-/ Defectprozessoptimierungen unterstützen
* Incident- und Problembearbeitung (2nd / 3rd-Level-Support)

 
Anforderungen:
 
* ISTQB Certified Tester auf verschiedenen Ebenen: Foundation, Agile Extension, Advanced (Test Analyst, Technical Test Analyst)
* Testmethoden: Black Box, White Box, Überdeckungstest, Explorativer Test, Testspezifikation
* Fachliche Akzeptanztests und Schnittstellentests
* Kenntnisse in folgenden Testtools: Micro Focus SilkPerformer, Dynatrace, Micro Focus Silk4J, SCTM, SoapUI NG Pro / Ready API, JUnit
* Fehlermanagement (z.B. JIRA)
* Konfigurationsmanagement (z.B. SVN, GIT)
* Projekt- und Ressourcenmanagement
* Planung, Aufbau und Pflege von Testdaten
* Agiles Testen: Vorgehensweisen, Techniken, Methoden und Werkzeuge (z.B. ATDD)
* Agile Praktiken: Scrum, Kanban, Clean Code Development, Pair Programming
* Test von WebServices (SOA, REST, …)

 
Insofern das Projekt für dich interessant klingt, freue wir uns auf deinen CV, Stundensatz sowie deiner Verfügbarkeit. 

Dein Ansprechpartner:
efekan.coskun@cloud-consulting.eu
+4961514930932"
VMware Tanzu Consultant/Admin,31.01.2024,"Engineering Degree with experience in IT. 
Administer VMware PKS/TKG infrastructure. 
Managing and Troubleshooting issues in Kubernetes technologies. 
Strong Knowledge of troubleshooting skills on PKS/TKG & VMware. 
Strong Knowledge of VMware management tools. 
Knowledge on Remote system administration. 
Troubleshooting the incidents & problems reported on the servers. 
Provide the root cause analysis on the major incidents/problems. 
Monitoring logs and alerts. 
Patch management. 
Should have previous experience in design, implementation, migration / Upgrade PKS, Tanzu infrastructure based on VMware.  
German Speaker. 

If Interested, kindly share your updated CV to mohan.v@infoplusltd.co.uk"
Qlik Sense Specialist (m/f/d),31.01.2024,"For our client we are looking for a Qlik Developer (m/f/d) 

Start: ASAP / Febr
Location: Remote 
Workload: 100% 
Duration: 8 months++

Tasks & Requirements: 
	- Migration from Qlik Sense and Qlik View to Amazon QuickSight
	- Definition of requirements inclusively cost estimate
	- Development of the new reporting landscape
	- Interface communication and connection of interfaces
	
	
Do you have free capacities and can support our client?
I look forward to your response with the following information to Civelek@greysolutions.de:
- Your current project availability (earliest start).
- Your maximum workload/week in total
- Your hourly rate
- Your current profile (ideally in pdf format)
- Your assessment of the requirements


We process all responses and always try our best to get back to all candidates Unfortunately this is not always possible, we appreciate your understanding. If we do not get back to you within 5 working days, please assume that the client has decided for a different candidate. 

Best regards
Elvan Civelek"
Vertriebsunterstützung: B2B-Vertrieb für Krisenresilienz,31.01.2024,"Liebe Freelancer,
 
wir suchen aktuell Unterstützung für die Vermarktung unseres Krisenresilienz-as-a-Service-Angebots. Wir benötigen Unterstützung bei der Terminvereinbarung von kostenlosen (!) Krisenmanagementübungen in mittelständischen Unternehmen. 

Wir stellen uns (im Idealfall) eine freiberufliche Zusammenarbeit auf Erfolgsbasis vor. Wir würden jeden Kontakt, qualifiziert ist, indem drei Terminvorschläge gemacht wurden sowie die Bereitschaft zu der kostenlosen Übung durch das Management bestätigt ist, vergüten. Zielvorstellung wären sechs bis acht solcher Termine im Monat. Wir sind offen für andere Vorschläge!
 
Haben Sie Interesse an einer solchen Zusammenarbeit? Dann bitten wir um Kontaktaufnahme per Mail an post{at}krisensicher-werden.de
 
Freundliche Grüße
Rico Kerstan"
SAP EAM/PM Berater (m/w/d) - asap - 12 Monate+ - remote,31.01.2024,"SAP EAM/PM Berater (m/w/d) - asap - 12 Monate+ - remote

wir sind auf der Suche nach einem SAP EAM/PM Berater (m/w/d).

Projektbeschreibung:
S/4 Hana Transformation

Skills:
	• SAP EWM/PM
	• Modulübergreifende Erfahrung (wünschenswert)
	• S/4 Hana
	
Rahmenbedingungen:
Start: asap
Dauer: 12 Monate+
Auslastung: Vollzeit
Ort: 95% remote (1 Tag im Monat vor Ort in Frankfurt)
Sprache: deutsch

Signatur Freelancermap (Freelancer.de nicht)

Haben wir Ihr Interesse geweckt?
Dann freuen wir uns über die Zusendung Ihres CV's im Word-Format mit Kontaktdaten, Honorarsatz und Verfügbarkeit an: ws@stingel-consulting.de

Beste Grüße
Wladimir Sichinski
STINGEL CONSULTING GmbH
0711/968811-27
ws@stingel-consulting.de
http://www.stingel-consulting.de
 
READY FOR EXCELLENCE ? -- JOIN US ! -- CONSULTANTS. ARCHITECTS. DEVELOPERS. -- http://stingel-consulting.de"
SAP S/4 HANA CO Berater - 6+ Monate - Remote - Start: Februar 2024,31.01.2024,"Für unseren langjährigen Kunden suchen wir einen SAP CO Berater.
Ihre Hauptaufgabe besteht in der Unterstützung des Projektteams bei einer SAP CO-PA Einführung.
Hierbei handelt es sich um ein bereits bestehendes S/4 HANA System in dem jedoch gewisse CO Kompontenten heute noch nicht im Einsatz sind.

Aufgaben:
• Koonzeption im SAP CO-PA Bereich im Rahmen einer IST Analyse und SOLL Analyse
• Customizing, Testing, User-Training und Unterstützung im Go-Live
• Regelmäßige Abstimmung mit den Fachbereichen und deren Beratung

Anforderungen:
• Gute Kenntnisse in SAP S4/HANA SAP CO
• Erfahrung im produzierenden Umfeld
• Wünschenswert: Erfahrung mit schweizer und deutschen Unternehmen

Projektdetails:
• Start: Februar 2024
• Laufzeit: 5 Monate (mit Verlängerungsoption)
• Auslastung: 2 bis 3 Tage pro Woche
• Ort: remote ggf. ein punktueller Workshop vor Ort beim Kunden
• Sprachen: Deutsch und Englisch

Telefonische Interviews mit unserem Kunden können kurzfristig vereinbart werden, mit schneller Entscheidung im Anschluss.
Bei Interesse an diesem Projekt, oder wenn Sie hierfür jemanden empfehlen können,kommen Sie gerne auf mich zu."
Security Ethical Hacker (m/w/d),31.01.2024,"Für unseren Kunden suche ich einen Security Ethical Hacker (m/w/d) für ein remote Projekt.

Aufgaben:
•	Unterstützung bei der Lösungsintegration und -validierung durch Verifizieren und Testen der Gesamtsystemfunktionalität 
•	Durchführung von End-to-End-Tests, Last- und Performance Tests sowie von Integrationstests
•	Durchführung manueller Tests und automatisierter Tests für neue Funktionen
•	Unterstützung beim Refactoring und Erstellen von automatisierten Testszenarien und Organisieren von Testfällen
•	Unterstützung bei Partneranbindungen 
•	Unterstützung des BIRD-Pilotprojekts bei der Übertragung von Elementen in die Cloudumgebung
•	Unterstützung beim API Contract Testing sowohl auf Seiten der API-Producer (Server Side) als auch auf Seite der API-Consumer (Client Side)
•	Unterstützung bei der Durchführung von System- und Lösungsdemos im Rahmen der öffentlichen Demo-Days
•	Unterstützung beim Defect Management
•	Unterstützung der System- und Lösungsarchitekten/Engineering bei der Identifizierung von Systemmängeln und Engpässen
•	Unterstützung beim Aufdecken von Schwachstellen und potentiellen Angriffsarten
•	Unterstützung bei der Formulierung von Anforderungen (Backlog-Items) zu identifizierten Systemmängeln und Schwachstellen für die Entwicklungsteams der jeweiligen Komponente
•	Unterstützung bei der Dokumentation der Testaktivitäten inkl. Berichte, Testfallerstellung, Testprotokolle
•	Unterstützung bei der Überführung von Testergebnissen und Bedrohungen durchidentifizierte Schwachstellen in geeignete Gegenmaßnahmen (z. B. Patching, Re-konfiguration etc.)
•	Unterstützung beim Überprüfen der Middleware-Protokolle & Serverprotokollen
•	Unterstützung beim Überprüfen der Usability und Barrierefreiheit der Benutzeroberfläche(n)
•	Sicherstellung der Betriebsfähigkeit und Funktionalität von allen Anwendungen (Applikationen) und Prozessen im gegenseitigen Zusammenspiel (nicht stand-a-lone)
•	Weiterleitung von Incidents und Service Requests 
•	Zusammenarbeit mit den anderen Entwicklerteams sowie dem Cloud-Infrastrukturteam im Rahmen eines 2nd- und 3rd-Level-Supports

Anforderungen:
•	Sehr gute Kenntnisse als Penetration Tester/ Ethical Hacker in der IT-Security sowie im Umgang mit gängigen Sicherheitswerkzeugen im Bereich Sicherheits- und Vulnerability-Management
•	AWS, Azure, Google Cloud oder Ionos Cloud oder gleichwertig
•	Erfahrung in der Ermittlung und Analyse von Schwachstellen bei Cloud Services
•	Erfahrung in der Planung und Durchführung von Sicherheitstests mit der Programmiersprache Typescript
•	Erfahrung in der Planung und Durchführung von Sicherheitstests von Webservices wie REST API
•	Zertifizierung als CEH (Certified Ethical Hacker) oder OSCP (Offensive Security Certified Professional)
•	GitHub
•	Shell scripting

Zeitraum - von:	28.02.2024
Zeitraum - bis:	28.10.2024

Ich freue mich auf die Zusendung Ihres Profils inkl. der Verfügbarkeit und Stundensatz."
.NET Developer (m/w/d) C# WPF,31.01.2024,"Wir suchen Unterstützung für unser Team bei der Weiterentwicklung einer durch uns erstellten Anwendung.
Es handelt sich hierbei um eine Kunden-/Lieferanten-/Auftragsverwaltung mit diversen Schnittstellen zu Fremdsystemen.

Das Projekt kann zu 95 % remote durchgeführt werden. Laufzeit mit hoher Wahrscheinlichkeit der Verlängerung ist zunächst 6 Monate. Gerne berücksichtigen wir auch Teilzeit - Interessenten ab 50% Auslastung.

Sehr gute Kenntnisse in C#, WPF, MVVM und Durchführung von Softwaretests werden vorausgesetzt. Wünschenswerte Erfahrungen sind gerne Entity Framework, DevExpress, Reporting und SQL. Das System basiert auf dem .NET Core 8.0 Framework.

Wir erwarten eine strukturierte, selbstständige und zielorientierte Arbeitsweise sowie gute Kommunikationsfähigkeiten und Teamgeist. Sie sprechen deutsch, sind aktuell verfügbar und dieses Projekt passt zu Ihren Kompetenzen?

Dann melden Sie sich gerne mit Profil und Stundensatz."
IAM DevOps (m/f/d) - Fully Remote,30.01.2024,"On behalf of our client we are currently looking for the following profile:

Start: ASAP
Duration: 4 months (+ possible extension)
Location: remote
Language: German

Description:
- 6-7 years of IAM experience
- Recent experience with One Identity Manager
- Fluent in German

Please kindly send me your updated CV to pkudtho@k2partnering.com if you are interested. Or feel free to suggest someone or a consultancy company that may be interested in this role and get some extra cash from K2.

Best regards,
Poppy"
Experts Required for a Procurement Transformation: S/4HANA Integration and Process Enhancement,30.01.2024,"Vicoland seeking an experienced professional to provide insights into the impact of transitioning to S/4HANA on our partner’s client's procurement processes and overall organizational structure. The client is currently using Jaggaer.

In addition to the primary expert, we are also looking for the following specialists:

3 S/4HANA Experts: Individuals well-versed in the intricacies of S/4HANA, capable of offering in-depth knowledge and guidance on the implementation and optimization of this enterprise resource planning solution.

1 Senior Advisor in Large-Scale Transformations Impacting Purchasing: An experienced professional with a comprehensive understanding of large-scale transformations, specifically focusing on their influence on procurement processes.

2 Experts in Intelligent Spend Management Solutions from SAP: Individuals proficient in Intelligent Spend Management solutions within the SAP ecosystem, equipped to advise on the integration and optimization of these solutions in the 
context of the broader transformation. Experts should be skilled in one or all of the following: ARIBA, Concur, and Fieldglass
 
 
Project duration: 3 months
Start date: ASAP
Language requirements: German, English"
remote: DevOps Java Consultant w/m/d POS30011nt Kafka Docker Prometheus Microservices AWS,30.01.2024,"Start: Februar
Dauer: 6 MM +
Ort: remote
Umfang: möglichst Vollzeit
Projektsprache: Deutsch (!)

Position: DevOps

Skills:
Java 
Cloud 
Kafka
Docker
Prometheus
Microservices
AWS"
Trainer/Trainerin | JIRA-Grundlagenschulung | 1 Tag | online,30.01.2024,"Trainer/Trainerin | JIRA-Grundlagenschulung online

Dauer: 1 Tag (entspricht 8 Zeitstunden) Termine werden bedarfsabhängig abgestimmt.
Gruppengröße: 12 Teilnehmende + 1 Person zur Hospitation

Theoretischer Wissensaufbau mit kurzen Lernerfolgskontrollen (50%)
Einführung in Jira 
•	Überblick über Jira und seine Funktionen 
•	Warum Jira nutzen? Vorteile für Teams und Projekte

Die Benutzeroberfläche
•	Navigation und Menüstruktur verstehen
•	Projekte und Boards erkunden
•	Erklärung der wichtigsten Begriffe (Issue, Workflow, Vorgangstypen, usw.)

Arbeiten mit Issues
•	Verständnis über Issue-Hierarchien
•	Erstellen und Bearbeiten von Issues
•	Anhänge und Kommentare hinzufügen
•	Nutzen von Labels und Komponenten

Kanban vs. SCRUM-Boards
•	Eigenschaften, Vor- und Nachteile
•	Drag-and-Drop für Aufgabenverwaltung

Filterung und Dashboards
•	Welche Möglichkeiten der Filterung gibt es?
•	Standardfilterung und erweiterte Filtermöglichkeiten
•	Reporting-Möglichkeiten
•	Visuelle Darstellung von Reporting / Dashboards

Kurze Lernerfolgskontrollen
•	Digitale oder analoge Lernerfolgskontrollen in kurzer Form am Ende jeder Theorieeinheit
•	Ggf. Wiederholungen von Inhalten, wenn Inhalte weiterer Festigung bedürfen

Praktische Übungen zur Festigung der Lerninhalte (50%)
Beispielhafte Fallbeispiele und Alltagssituationen der Schulungsteilnehmer:
•	Wie kann mich Jira bestmöglich in meiner Arbeit unterstützen?
•	Wie baue ich mir mein fachliches Arbeitsfeld in Jira effizient und übersichtlich auf?
•	Wie können wir mit Unterstützung von Jira am besten strukturiert im Team arbeiten?"
IT-Projektleiter Routenplanung (m/w/d) 12 Monate / remote,30.01.2024,":
- Einführung eines hochgradig automatisierten und digitalen Planungsprozesses, um Effizienz und Präzision in der Auftragsabwicklung zu steigern. Der Fokus liegt auf der Optimierung des gesamten Ablaufs von Auftragseingang, Auftragsplanung, Mitarbeiterdisposition und Routenplanung
- Analyse und Bewertung des aktuellen Planungsprozesses, Untersuchung bestehender Abläufe und Identifikation von Optimierungspotenzialen.
- Konzeption eines verbesserten Planungsprozesses und Entwicklung eines automatisierten, effizienten Prozessmodells unter Berücksichtigung aller relevanten Faktoren von der Auftragsannahme bis zur Durchführung.
- Implementierung der Prozessoptimierungen, Führung und Überwachung der Umsetzung neuer Prozesse, einschließlich der Auswahl und Integration der Softwarekomponenten.

Skills / Anforderungen:
• Steuerung der Verantwortlichen des Fachbereiches, der IT und interner Dienstleister
• Erstellung/fortlaufende Pflege der Projektplanung in Abstimmung mit dem Projektteam und den Dienstleistern inkl. Projektantrag
• Planung, Steuerung und Überwachung der Termine, Kosten, Qualität und Zielerreichung
• Beschaffung geeigneter Ressourcen / Ressourcenzusagen einfordern
• Koordination, Führung und Motivation des Projektteams
• Bereichs- oder ressortübergreifende Kooperation mit Prozesspartnern aus IT und Business im gesamten Konzern
• Eigenständige Vorbereitung und Durchführung der Lenkungskreis-Sitzungen
• Durchführung des Projektabschlusses inkl. Lessons Learned Qualifikation
• Mind. 5 Jahre Erfahrung in der Planung und Steuerung von komplexen Projekten mit großem IT-Anteil; mit agilem und systemischen Projekt-/Produktmanagement-Methoden
• Stark kundenzentrierte Arbeitsweise mit nachweislicher Erfahrung in der Digitalisierung von Geschäftsprozessen; vorzugsweise im Bereich der Logistik/Disposition
• Aktuelles IT-Know-how, insbesondere in Bezug auf Softwarelösungen für Planungs- und Dispositionsprozesse mit hoher Automatisierung oder KI-Ansätzen.
• Fundierte Erfahrung in der Steuerung mehrere Dienstleister und mit Konzernstrukturen
• Analytisches Denkvermögen

Rahmenbedingungen:
Dauer: 01.02.2024 - 31.12.2024, Option auf Verlängerung
Volumen: ~ 2,5 PT/Woche
Ort: Remote, vereinzelt München


Ich würde mich über eine positive Rückmeldung von Ihnen freuen.
Beste Grüße
Paul Keil
STINGEL CONSULTING GmbH
Tel.: 0711/968811-21
E-Mail: pk@stingel-consulting.de
Web: http://www.stingel-consulting.de"
SAP Customer Data Cloud Experte (m/w/d),30.01.2024,"Für unseren Kunden aus der IT-Branche suchen wir einen SAP Customer Data Cloud Experten (m/w/d) in Vollzeit.
Bei Interesse freue ich mich auf deinen CV unter Angabe deines Stundensatzes an: nadine.lammertz@avantgarde-experts.de"
Informatica Entwickler gesucht (m/w/d),30.01.2024,"Für unseren Kunden suchen wir derzeit dringend einen Informatica Powercenter Entwickler (m/w/d)

Eckdaten:

*Start: ASAP / spätestens Februar

*Laufzeit: Ende 2024

*Standort: 100% Remote

*Auslastung: 100%

Gewünschte Erfahrungen:
• Sehr gute Erfahrung mit Informatica Powercenter
• Gute Erfahrung mit Cognos

Haben wir Ihr Interesse geweckt? Dann freuen wir uns sehr über die Zusendung Ihres Profils unter Angabe Ihres Stundensatzes."
Freelancer für FinSup Projektmodul gesucht,30.01.2024,"Wir suchen einen erfahrenen Freelancer für das Projektmodul FinSup. Die Aufgaben umfassen sowohl Beratung als auch Entwicklung, insbesondere im Bereich Belegdesign. Insgesamt werden 20-50 PT benötigt, wobei ab März 2-3 Tage pro Woche eingeplant sind. Der geplante GoLive ist im Juli 2024. Zusätzlich sind 3 Tage Workshops geplant, die jeweils an den Mittwochen 4., 11. und 18. März 2024 stattfinden sollen."
Freelancer für Lager/Logistik-Beratung gesucht (D365 F&O Warehouse Management),30.01.2024,"Wir suchen einen erfahrenen Freelancer mit Schwerpunkt Lager/Logistik für ein Projekt in den Niederlanden. Das Projekt umfasst die Analyse und Konzeption von Lagerprozessen sowie die Anbindung von LVS-Systemen an D365 F&O on-premise. Weitere Aufgaben beinhalten Performance-Analysen und Optimierungen sowie die Dokumentation der Ergebnisse. Der Großteil der Arbeit kann remote erledigt werden, jedoch wird eine Präsenz vor Ort von etwa 10% erwartet. Das Projekt startet am 04.10.2023 und hat eine Laufzeit von 2-3 Monaten mit einem Arbeitsaufwand von 2 Tagen pro Woche. Der ideale Kandidat verfügt über mehrjährige Erfahrung als Berater im Bereich Lager/Logistik, speziell im D365 F&O Warehouse Management. Zudem sind Kenntnisse in MS AX/D365 F&O sowie Erfahrung mit Performance Tests erforderlich. Gute Deutschkenntnisse sind ebenfalls erforderlich. Das Projekt beinhaltet die Anbindung zu einem hochautomatisierten LVS mit einer Durchsatzrate von bis zu 100.000 Paketen pro Tag."
Technischer ELO ECM Berater - 3+ Monate - Remote - Start: März 2024,30.01.2024,"Für unseren Kunden suchen wir einen technischen ELO ECM Berater, welcher den Kunden bei seinen laufenden Projekten unterstützt.

Aufgaben:
• Upgrade von ELO 12 auf ELO 23
• ELO Invoice Doc und Datev Anbindung 
• Unterstützung bei ELO 20 und Anpassung der Prozesse 
• Regelmäßige Abstimmung mit dem Fachbereich 

Anforderungen:
• Tiefgreifendes Erfahrung in ELO Systemarchitektur
• Erfahrung in der Aufbau von Business Solutions
• Erfahrung in den Business Solutions Invoice, ELO for Datev und Modul DocXtractor sind zwingend erforderlich

Projektdetails:
• Start: März 2024
• Laufzeit:3 Monate (mit Verlängerungsoption)
• Auslastung: 5 Tage pro Woche
• Ort:remote 
• Sprache: Deutsch

Telefonische Interviews mit unserem Kunden können kurzfristig vereinbart werden, mit schneller Entscheidung im Anschluss.
Bei Interesse an diesem Projekt, oder wenn Sie hierfür jemanden empfehlen können, kommen Sie gerne auf mich zu."
Gesucht: Systemmonitoring und -betrieb Experte (m/w/d) nach DevSecOps Prinzipien - 4 Jahre Erfahrung,30.01.2024,"Projektzeitraum / Dauer: 4 Jahre, bis 31.12.2027 - Vollzeit
75 EUR/Std. 

Ihre Aufgaben:
Aufbau des erforderlichen Toolings für den Betrieb der Lösung, inklusive Überwachung des Clusters und seiner Ressourcen, Eigenüberwachung der Lösung, Reparatur und Optimierung der Überwachungsdashboards sowie Erstellung eines automatisierten Lagebildes für Reporting.
Onboarding neuer Logquellen, einschließlich Planung und Gestaltung der Infrastruktur, abhängig von Datenmengen und eingehendem Verkehr.
Durchführung von NFR-Testing (Non-Functional Requirements Testing) der Lösung, beinhaltet Planung, Durchführung und Auswertung von Last- und Kapazitätstests.

Anforderungen:
-Gute bis sehr gute Deutschkenntnisse in Wort und Schrift (C1-Niveau) sowie grundlegende Englischkenntnisse (B1-Niveau).
-Erfahrung in der Administration von Multi-Cluster Containerplattformen auf Basis von Kubernetes (mindestens 4 Jahre und 2 Projekte).
-Fähigkeit zur Orchestrierung von Kubernetes Deployments mit ArgoCD (mindestens 2 Jahre Erfahrung).
-Kenntnisse in der Absicherung eines Container Service Meshs, beispielsweise mit ISTIO (mindestens 1 Jahr Erfahrung).
-Aufbau und Betrieb eines komponentenbasierten Systemmonitorings auf Basis von Grafana / Loki, inklusive Visualisierung, Überwachung und Alarmierung.
-Erfahrung im Umgang mit CI/CD Tools und Versionskontrollsoftware, darunter Gitlab, Helm, Ansible.
-Kenntnisse im Bereich Anwenderverwaltung (z.B. Keycloak) und Geheimnismanagement (z.B. HashiCorp Vault oder Cyber Ark Conjur).
-Agiles Arbeiten mit Scrum und/oder Kanban (mindestens 1 Jahr Erfahrung)."
Technischer ElO ECM Berater - 6+ Monate - Remote - Start: März 2024,30.01.2024,"Für unseren Kunden suchen wir derzeit einen technischen ELO ECM Berater ,welcher den Kunden bei seinen laufenden Projekten unterstützt.

Aufgaben:
• Anbindung von ELO an SAP 
• Unterstützung bei der Dokumentenablage
• Regelmäßige Absprache mit der Fachabteilung

Anforderungen:
• Tiefgreifendes Know-How in ELO Systemarchitektur, auch in Bezug bei  Aufbau von Business Solutions
• Know- How in den Business Solutions Invoice, ELO Kenntnisse für Datev und Modul DocXtractor sind zwingend erforderlich
• Erfahrung mit der Anbindung ELO an SAP 

Projektdetails:
• Start: März 2024
• Laufzeit: 6 Monate (mit Verlängerungsoption)
• Auslastung: 5 Tage pro Woche
• Ort: remote 
• Sprache: Deutsch

Telefonische Interviews mit unserem Kunden können kurzfristig vereinbart werden, mit schneller Entscheidung im Anschluss.
Bei Interesse an diesem Projekt, oder wenn Sie hierfür jemanden empfehlen können, kommen Sie gerne auf mich zu."
Windows-Server Administrator (m/w/d),30.01.2024,"Für unseren Hamburger Kunden suchen wir ASAP einen Windows-Server Spezialisten (m/w/d) mit Security Kenntnissen. Die Auslastung beträgt 4-5 Tage / Woche. Der Remote Anteil beträgt 100% mit wenigen über die Laufzeit verteilten Präsenztagen vor Ort (nach Absprache).

Aufgaben:
- Administration und Betrieb der Windows Serverinfrastruktur (>2000 Server)
- Begleitung im Basisbetrieb durch Bearbeitung von Tickets und Durchführung von Changes
- Eigenverantwortliche Bearbeitung von Arbeitsaufträgen, insbesondere im Bereich Security
- Steuerung des Patchmanagements mithilfe entsprechender Tools
- Verscriptung von Abläufen und Integration in die Automatisierungsinfrastruktur
- Pflege, Erweiterung und Distribution von Windows-Images
- Anwendung von Tools (Jira, Confluence) für die Dokumentation und das Tracking von Aufgaben
- Zusammenarbeit mit internationalen Kollegen, inklusive Kommunikation in Englisch

Anforderung:
- Praktische Erfahrung im IT-Support und Basisbetrieb
- Kenntnisse im Bereich Security und Erfahrung in der eigenverantwortlichen Bearbeitung von entsprechenden Arbeitsaufträgen
- Fundierte Kenntnisse im Patchmanagement und im Umgang mit Automatisierungsinfrastrukturen
- Erfahrung in der Verscriptung von Abläufen
- Gute Kenntnisse in der Pflege, Erweiterung und Distribution von Windows-Images
- Sicherer Umgang mit Tools wie Jira und Confluence
- Gute Englischkenntnisse in Wort und Schrift"
